movieid;cast;director;writer;genres
1659;Brendan Sexton III,Antoine McLean,Mtume Gant,Carlo Alban,David Roland Frank;Morgan J. Freeman;Morgan J. Freeman;Romance,Crime,Drama
1660;Jurnee Smollett,Meagan Good,Lynn Whitfield,Samuel L. Jackson,Debbi Morgan;Kasi Lemmons;Kasi Lemmons;Drama
1661;Dennis Quaid,Danny Glover,R. Lee Ermey,Claudia Stedelin,Brent Hinkley;Jeb Stuart;;Action,Adventure,Mystery,Thriller
1662;Jim Belushi,Tupac Shakur,Lela Rochon,Dennis Quaid,James Earl Jones;Jim Kouf;;Action,Drama
1663;Bill Murray,Harold Ramis,Warren Oates,P.J. Soles,Sean Young;Ivan Reitman;;Action,Comedy
1664;Grégoire Colin,Alice Houri,Jacques Nolot,Valeria Bruni Tedeschi,Vincent Gallo;Claire Denis;Claire Denis,Jean-Pol Fargeau;Drama
1665;Rowan Atkinson,Peter MacNicol,John Mills,Pamela Reed,Harris Yulin;Mel Smith;;Comedy
1666;Alyssa Milano,Mark Boone Junior,Malcolm McDowell,Sean Penn,Robert Downey Jr.;Robert Downey Sr.;Robert Downey Sr.;Comedy,Romance
1667;John Travolta,Dustin Hoffman,Mia Kirshner,Alan Alda,Robert Prosky;Costa-Gavras;;Action,Drama,Thriller
1668;Wesley Snipes,Nastassja Kinski,Kyle MacLachlan,Ming-Na Wen,Robert Downey Jr.;Mike Figgis;;Drama
1669;Sally Potter,Morgane Maugran,Pablo Verón,Géraldine Maillet,Katerina Mechera;Sally Potter;Sally Potter;Drama,Music,Romance,Foreign
1670;Stephen Dillane,Woody Harrelson,Marisa Tomei,Goran Visnjic,Emira Nušević;Michael Winterbottom;;War,Drama,History
1671;Tim Roth,Michael Rooker,Renée Zellweger,Chris Penn,Rosanna Arquette;Jonas Pate,Josh Pate;;Mystery,Crime,Drama,Thriller
1672;Matt Damon,Danny DeVito,Jon Voight,Claire Danes,Mary Kay Place;Francis Ford Coppola;;Drama,Crime,Thriller
1673;Mark Wahlberg,Burt Reynolds,John C. Reilly,Julianne Moore,Thomas Jane;Paul Thomas Anderson;;Drama
1674;Harrison Ford,Kelly McGillis,Josef Sommer,Lukas Haas,Jan Rubes;Peter Weir;;Crime,Drama,Romance,Thriller
1675;Jason Patric,Irène Jacob,Ian Richardson,Rod Steiger,Thomas Lockyer;John Badham;Jordan Katz;Crime,Thriller
1676;Casper Van Dien,Dina Meyer,Denise Richards,Jake Busey,Neil Patrick Harris;Paul Verhoeven;;Adventure,Action,Thriller,Sci-Fi
1677;James Spader,Kyra Sedgwick,Helen Mirren,Albert Brooks,Anne Bancroft;Sidney Lumet;;Comedy,Drama
1678;Ming-Na Wen,Lauren Tom,Tamlyn Tomita,Rosalind Chao,Kiều Chinh;Wayne Wang;Amy Tan;Drama
1679;Scott 'Carrot Top' Thompson,Courtney Thorne-Smith,Larry Miller,Jack Warden,M. Emmet Walsh;Alex Zamm;;Comedy
1680;Gwyneth Paltrow,John Hannah,John Lynch,Jeanne Tripplehorn;Peter Howitt;;Comedy,Drama,Fantasy,Romance
1681;Robin Shou,Talisa Soto,James Remar,Sandra Hess,Lynn 'Red' Williams;John R. Leonetti;;Action,Fantasy,Sci-Fi
1682;Jim Carrey,Laura Linney,Noah Emmerich,Natascha McElhone,Ed Harris;Peter Weir;Andrew Niccol;Comedy,Drama
1683;Helena Bonham Carter,Alison Elliott,Elizabeth McGovern,Alex Jennings,Charlotte Rampling;Iain Softley;;Drama,Romance
1684;Vanessa Redgrave,Natascha McElhone,Michael Kitchen,Alan Cox,Sarah Badel;Marleen Gorris;Eileen Atkins;Drama,Romance
1685;Claire Danes,Jude Law,Jeanne Moreau;Billy Hopkins;;Drama,Family,Romance
1686;Richard Gere,Bai Ling,Bradley Whitford,Byron Mann,Peter Donat;Jon Avnet;;Crime,Drama,Thriller
1687;Bruce Willis,Richard Gere,Sidney Poitier,Diane Venora,J.K. Simmons;Michael Caton-Jones;;Action,Thriller,Adventure,Crime
1688;Meg Ryan,John Cusack,Christopher Lloyd,Angela Lansbury,Hank Azaria;Don Bluth,Gary Goldman;;Animation,Family
1689;Bill Murray,Peter Gallagher,Joanne Whalley,Alfred Molina,Richard Wilson;Jon Amiel;;Comedy,Thriller,Crime,Action
1690;Sigourney Weaver,Winona Ryder,Dominique Pinon,Ron Perlman,Michael Wincott;Jean-Pierre Jeunet;;Sci-Fi,Horror,Action
1692;Gail Harris,Bernie Van De Yacht,Heather Ford,Yvette McClendon,Leslie Kaye;Scott Harris;;Horror,Sci-Fi
1693;Morgan Freeman,Nigel Hawthorne,Anthony Hopkins,Djimon Hounsou,Matthew McConaughey;Steven Spielberg;;Drama,History,Mystery
1694;Robert Duvall,Billy Bob Thornton,June Carter Cash,Farrah Fawcett,Miranda Richardson;Robert Duvall;;Drama
1695;Valentina Cervi,Michel Serrault,Predrag 'Miki' Manojlovic,Luca Zingaretti,Emmanuelle Devos;Agnès Merlet;Patrick Amos;Drama,Foreign,History
1696;Clive Owen,Lothaire Bluteau,Ian McKellen,Mick Jagger,Jude Law;Sean Mathias;Martin Sherman;Drama,History,Romance
1697;Darling Narita,Peter Greene,Michael Newland,Erik Schrody,Michael Artura;Ash Baron-Cohen;Ash Baron-Cohen;Drama
1698;Marc Messier,Rémy Girard,Patrick Huard,Serge Thériault,Michel Barrette;Louis Saïa;;Comedy
1699;Eamonn Owens,Alan Boyle,Fiona Shaw,Andrew Fullerton,Stephen Rea;Neil Jordan;;Drama,Comedy,Foreign
1701;Woody Allen,Kirstie Alley,Billy Crystal,Judy Davis,Caroline Aaron;Woody Allen;;Comedy,Drama
1702;Robin Williams,Marcia Gay Harden,Christopher McDonald,Raymond J. Barry,Clancy Brown;Les Mayfield;;Comedy,Family,Sci-Fi
1703;Tim Allen,Kirstie Alley,Wayne Knight,Larry Miller,Jay O. Sanders;Bryan Spicer;;Comedy
1704;Robin Williams,Matt Damon,Ben Affleck,Stellan Skarsgård,Minnie Driver;Gus Van Sant;Matt Damon,Ben Affleck;Drama
1705;Vincent D'Onofrio,Hope Davis;Michael Lindsay-Hogg;;
1706;;;;Drama
1707;Alex D. Linz,Olek Krupa,Rya Kihlstedt,Lenny Von Dohlen,Scarlett Johansson;Raja Gosnell;John Hughes;Comedy,Family
1708;;;;Drama
1709;;;;Thriller
1710;William R. Moses,Lysette Anthony,Patrick Cassidy;Martin Kitrosser;Greg Walker;Thriller,Drama
1711;John Cusack,Kevin Spacey,Jude Law,Alison Eastwood,Jack Thompson;Clint Eastwood;;Crime,Drama,Mystery,Thriller
1713;Nathan Lane,Lee Evans,Vicki Lewis,Maury Chaykin,Eric Christmas;Gore Verbinski;;Comedy,Family
1714;;;;Romance
1715;Carol Kane,Molly Ringwald,Jeanne Tripplehorn,Barbara Sukowa,Mike Hodges;Cindy Sherman;Cindy Sherman,Elise MacAdam,Tom Kalin;Comedy,Horror,Thriller
1716;;;;Drama
1717;David Arquette,Neve Campbell,Courteney Cox,Sarah Michelle Gellar,Jamie Kennedy;Wes Craven;;Horror,Mystery
1718;Michele Greene,Bruce Dinsmore,Steve Railsback,Kathleen Kinmont,Vlasta Vrána;Rodney Gibbons;Peter Liapis,Steve Pesce;Thriller
1719;Ian Holm,Caerthan Banks,Sarah Polley,Tom McCamus,Gabrielle Rose;Atom Egoyan;;Drama
1720;;;;Action,Adventure,Sci-Fi
1721;Kate Winslet,Leonardo DiCaprio,Frances Fisher,Billy Zane,Kathy Bates;James Cameron;;Drama,Romance,Thriller
1722;Pierce Brosnan,Jonathan Pryce,Michelle Yeoh,Teri Hatcher,Ricky Jay;Roger Spottiswoode;;Adventure,Action,Thriller
1723;Ray Aranha,Keivyn McNeill Grayes,Elise Ballard,Sharlene Brown,Erik Jensen;Seth Michael Donsky;Seth Michael Donsky;Drama
1724;Élodie Bouchez,Stéphane Rideau,Pascal Cervo,Mezziane Bardadi,Romain Auger;Gaël Morel;;Romance,Drama
1725;Joseph Ashton,James Cromwell,Tantoo Cardinal,Graham Greene;Richard Friedenberg;;Drama
1726;Kevin Costner,Will Patton,Olivia Williams,Larenz Tate,Tom Petty;Kevin Costner;;Drama,Adventure
1727;Robert Redford,Kristin Scott Thomas,Sam Neill,Scarlett Johansson,Dianne Wiest;Robert Redford;;Drama,Romance
1728;Emma Thompson,Phyllida Law,Sheila Reid,Sandra Voe,Arlene Cockburn;Alan Rickman;;Drama,Foreign
1729;Pam Grier,Samuel L. Jackson,Robert Forster,Bridget Fonda,Michael Keaton;Quentin Tarantino;;Action,Crime,Drama,Thriller
1730;Tenzin Thuthob Tsarong,Tencho Gyalpo,Tsewang Migyur Khangsar,Gyurme Tethong,Robert Lin;Martin Scorsese;;Drama
1731;Leslie Nielsen,Kelly Lynch,Matt Keeslar,Nick Chinlund,Stephen Tobolowsky;Stanley Tong;;Comedy,Family
1732;Jeff Bridges,John Goodman,Steve Buscemi,Julianne Moore,David Huddleston;Joel Coen;Ethan Coen,Joel Coen;Comedy,Crime
1733;Nick Nolte,Julie Christie,Lara Flynn Boyle,Jonny Lee Miller,Jay Underwood;Alan Rudolph;Alan Rudolph;Drama,Romance,Comedy
1734;Michèle Laroque,Jean-Philippe Écoffey,Hélène Vincent,Georges Du Fresne,Daniel Hanssens;Alain Berliner;Alain Berliner,Chris Vander Stappen;Drama,Comedy
1735;Gwyneth Paltrow,Ethan Hawke,Chris Cooper,Anne Bancroft,Robert De Niro;Alfonso Cuarón;;Comedy,Drama,Romance
1738;;;;Comedy
1739;Victor Wong,Mathew Botuchis,Hulk Hogan,Loni Anderson,Jim Varney;Sean McNamara;Sean McNamara,Jeff Phillips;Action,Comedy,Family
1740;Michael Paré,Kaela Dobkin,Austin Pendleton,Tony Cucci,Todd Baker;George Mendeluk;;Drama,Action
1741;;;;Drama
1742;Bokeem Woodbine,Cynda Williams,Damon Saleem,Jeffrey Combs,Snoop Dogg;Darin Scott;Darin Scott;Drama,Thriller,Crime
1743;;Joseph Dorman;;
1744;Howie Long,Scott Glenn,Suzy Amis,William Forsythe,Christianne Hirt;Dean Semler;Chris Soth;Action,Adventure,Thriller
1746;Marlon Wayans,David Spade,Matthew Lillard,Rip Torn,Tamara Taylor;Penelope Spheeris;;Comedy,Romance
1747;Dustin Hoffman,Robert De Niro,Anne Heche,Denis Leary,Willie Nelson;Barry Levinson;;Comedy,Drama
1748;Rufus Sewell,William Hurt,Kiefer Sutherland,Jennifer Connelly,Richard O'Brien;Alex Proyas;;Mystery,Sci-Fi
1749;Jon Bon Jovi,Anna Galiena,Lambert Wilson,Thandie Newton,Barry Humphries;John Duigan;Virginia Duigan;Thriller,Drama,Romance
1750;Joseph Mazzello,Richard Gilliland,Corinne Bohrer,Alex Daniels,Joey Simmrin;Manny Coto;Manny Coto;Action,Adventure,Family,Sci-Fi
1752;Morgan Freeman,Christian Slater,Randy Quaid,Minnie Driver,Ed Asner;Mikael Salomon;;Thriller
1753;Dave Chappelle,Tommy Chong,Harland Williams,Guillermo Díaz,Jim Breuer;Tamra Davis;;Comedy,Crime
1754;Denzel Washington,John Goodman,Donald Sutherland,Embeth Davidtz,James Gandolfini;Gregory Hoblit;;Thriller,Fantasy,Crime,Drama
1755;Dan Futterman,Stuart Townsend,Kate Beckinsale,Rowena Cooper,Scott Charles;Stefan Schwartz;Richard Holmes,Stefan Schwartz;Crime,Comedy,Romance
1756;Christopher Walken,Jennifer Beals,Brittany Murphy,Eric Roberts,Glenn Danzig;Greg Spence;Greg Spence,Matt Greenberg;Horror,Thriller
1757;Leon Lai,Michelle Reis,Takeshi Kaneshiro,Charlie Yeung,Karen Mok;Wong Kar-wai;;Drama,Action,Romance
1758;;;;Drama
1759;Alan Arkin,Fernanda Torres,Pedro Cardoso,Luiz Fernando Guimarães,Cláudia Abreu;Bruno Barreto;Fernando Gabeira,Leopoldo Serran;Action,Drama,Foreign,History,Thriller
1760;Victoria Beckham,Melanie Brown,Emma Bunton,Melanie Chisholm,Geri Halliwell;Bob Spiers;;Adventure,Fantasy,Drama,Comedy,Music
1762;Treat Williams,Famke Janssen,Anthony Heald,Kevin J. O'Connor,Una Damon;Stephen Sommers;Stephen Sommers;Adventure,Action,Horror,Sci-Fi
1764;Jason Brouwer,T.J. Timon;Brian Evans;;Thriller,Comedy
1765;Bret Michaels,Martin Sheen,Kristi Gibson,Lorelei Shellist,Simon Elsworth;Bret Michaels;;Drama,Crime,Mystery
1767;Jude Law,Jennifer Tilly,Gretchen Mol,Martha Plimpton,Brenda Blethyn;Charlie Peters;Charlie Peters;Comedy,Drama,Romance
1768;Aleksei Ananishnov,Gudrun Geyer;Alexander Sokurov;;Drama
1769;Chow Yun-fat,Mira Sorvino,Michael Rooker,Kenneth Tsang,Jürgen Prochnow;Antoine Fuqua;;Drama,Action,Crime,Thriller
1770;Asia Argento,Jared Harris,Rupert Everett,Jonathan Rhys Meyers,Julie T. Wallace;Michael Radford;Chloe King;Romance,Crime,Drama
1771;Miguel Ferrer,Julie Entwisle,Dan Monahan,Michael H. Moss,John Bennes;Mark Pavia;Stephen King;Drama,Horror
1772;Dan Aykroyd,John Goodman,Joe Morton,J. Evan Bonifant,B.B. King;John Landis;Dan Aykroyd;Music,Action,Comedy,Crime
1773;Shinya Tsukamoto,Kaori Fujii,Kôji Tsukamoto,Naomasa Musaka,Koichi Wajima;Shinya Tsukamoto;;Action,Drama,Foreign,Romance,Thriller
1774;;;;Comedy,Drama
1776;Malik Yoba,Melissa De Sousa,John Witherspoon,Fredro Starr,Cedric the Entertainer;Millicent Shelton;Millicent Shelton;Comedy
1777;Adam Sandler,Drew Barrymore,Christine Taylor,Allen Covert,Jon Lovitz;Frank Coraci;;Romance,Comedy
1779;Dustin Hoffman,Sharon Stone,Samuel L. Jackson,Peter Coyote,Liev Schreiber;Barry Levinson;;Sci-Fi
1780;;Michael Paxton;;Documentary
1781;Stephen Rea,Brendan Gleeson,Alfred Molina,Rosana Pastor,Pruitt Taylor Vince;Robert Dornhelm;;Drama,Thriller,Romance
1782;;;;Comedy,Romance
1783;Woody Harrelson,Gina Gershon,Elisabeth Shue,Michael Rapaport,Chloë Sevigny;Volker Schlöndorff;James Hadley Chase;Mystery,Thriller,Drama,Romance,Crime
1784;Jack Nicholson,Helen Hunt,Greg Kinnear,Cuba Gooding Jr.,Skeet Ulrich;James L. Brooks;;Comedy,Romance
1785;Christopher Walken,David Caruso,Laurence Fishburne,Victor Argo,Wesley Snipes;Abel Ferrara;;Thriller,Crime
1787;;;;Documentary
1788;;;;Action,Drama
1789;;;;Drama
1791;Paul Newman,Susan Sarandon,Gene Hackman,Reese Witherspoon,Stockard Channing;Robert Benton;Robert Benton,Richard Russo;Drama,Crime,Mystery,Thriller
1792;Tommy Lee Jones,Wesley Snipes,Robert Downey Jr.,Joe Pantoliano,Daniel Roebuck;Stuart Baird;;Thriller,Crime,Action
1793;Johnathon Schaech,Rod Taylor,Susie Porter,Richard Moir,Barry Humphries;Stephan Elliott;;Music,Comedy,Fantasy,Adventure
1794;John Hurt,Jason Priestley,Sheila Hancock,Maury Chaykin,Fiona Loewi;Richard Kwietniowski;Richard Kwietniowski;Drama,Romance,Foreign
1795;Ernesto Gómez Cruz,María Rojo,Salma Hayek,Bruno Bichir,Delia Casanova;Jorge Fons;;Drama
1796;Patrick Shane Dorian,Matt George,Matty Liu,Shaun Tomson,Maylin Pultar;Zalman King;;Adventure,Drama
1797;Liam Neeson,Ed Viesturs,David Breashears,Tracy Pfau,Lhakpa Dorji;David Breashears,Stephen Judson,Greg MacGillivray;Tim Cahill,Stephen Judson;Adventure,Documentary
1798;Jessica Lange,Gwyneth Paltrow,Johnathon Schaech,Nina Foch,Debi Mazar;Johathan Darby;Jonathan Darby;Drama,Thriller
1799;Christopher Walken,Henry Thomas,Sean Patrick Flanery,Jeremy Sisto,Nina Siemaszko;Peter O'Fallon;;Drama,Action,Comedy,Thriller,Crime
1801;Leonardo DiCaprio,Jeremy Irons,Gérard Depardieu,Gabriel Byrne,John Malkovich;Randall Wallace;;Action,Adventure,Drama
1804;Matthew McConaughey,Skeet Ulrich,Ethan Hawke,Vincent D'Onofrio,Gail Cronauer;Richard Linklater;;Crime,Action,Drama
1805;Matt Dillon,Kevin Bacon,Denise Richards,Neve Campbell,Theresa Russell;John McNaughton;Stephen Peters;Crime,Drama,Mystery
1806;Gena Rowlands,Tony Shalhoub,Cheech Marin,Bruce Davison,Trini Alvarado;John Roberts;;Comedy,Family
1807;Vince Vaughn,Monica Potter,Joey Lauren Adams,Devon Sawa,Siobhan Fallon;John N. Smith;;Drama,Romance
1809;Takeshi Kitano,Kayoko Kishimoto,Ren Osugi,Susumu Terajima,Tetsu Watanabe;Takeshi Kitano;Takeshi Kitano;Crime,Drama
1810;John Travolta,Emma Thompson,Billy Bob Thornton,Kathy Bates,Adrian Lester;Mike Nichols;;Comedy,Drama
1811;Robin Tunney,Henry Thomas,Michael Parks,Stephen Lang,John MacKay;Bob Gosse;Matthew Weiss;Drama,Romance
1812;Denis Leary,Joseph Cross,Rosie O'Donnell,Dana Delany,Timothy Reifsnyder;M. Night Shyamalan;M. Night Shyamalan;Comedy,Drama,Family
1814;Renée Zellweger,Julianna Margulies,Christopher Eccleston,Allen Payne,Ching Hoh-Wai;Boaz Yakin;;Drama,Romance
1815;Joanna Going,Dylan Walsh,Sean Patrick Flanery,Anna Faris,Sean Christensen;Howard Goldberg;Howard Goldberg;Drama
1816;Robert Downey Jr.,Natasha Gregson Wagner,Heather Graham,Angel David,Frederique van der Wal;James Toback;James Toback;Drama,Romance
1817;Lauren Holly,Edward Burns,Jon Bon Jovi,Blythe Danner,Connie Britton;Edward Burns;;Drama,Comedy,Romance
1819;Robyn Hitchcock;Jonathan Demme;;Documentary
1820;Kenneth Branagh,Madeleine Stowe,William Hurt,Robert Loggia,Bronia Wheeler;Lesli Linka Glatter;Rick Ramage;Drama,Romance
1821;Jennifer Aniston,Paul Rudd,Hayden Panettiere,Alan Alda,Allison Janney;Nicholas Hytner;;Comedy,Drama,Romance
1822;Paul Walker,John Ashton,Dennis Hopper,Eric Braeden,Richard Lineback;Steve Boyum;Jim Herzfeld;Animation,Comedy,Family
1824;Billy Bob Thornton,Hank Azaria,Kelly Lynch,Jon Bon Jovi,Ryan Phillippe;Stephen Gyllenhaal;;Drama,Action,Comedy,Thriller,Crime
1825;LisaRaye McCoy,Dick Anthony Williams,Judyann Elder,Chrystale Wilson,Adele Givens;Ice Cube;Ice Cube;Drama
1826;;Steve Gomer;;Family
1827;Michael Moore,Elaine Bly,Jim Czarnecki,Brian Danitz;Michael Moore;;Documentary
1829;Jeremy Irons,Gong Li,Maggie Cheung,Michael Hui,Rubén Blades;Wayne Wang;Jean-Claude Carrière;Drama,Romance
1830;;;;Comedy
1831;Gary Oldman,William Hurt,Matt LeBlanc,Mimi Rogers,Heather Graham;Stephen Hopkins;;Adventure,Family,Sci-Fi
1832;Russell Crowe,Youki Kudoh,Kenji Isomura,Ray Barrett,Robert Mammone;Craig Lahiff;Louis Nowra;Drama,Action,Thriller,Crime
1833;Bruce Willis,Alec Baldwin,Miko Hughes,Chi McBride,Kim Dickens;Harold Becker;;Action,Crime,Drama,Thriller
1834;Steve Martin,Campbell Scott,Ben Gazzara,Rebecca Pidgeon,Ricky Jay;David Mamet;David Mamet;Crime,Drama,Mystery,Thriller
1835;Nicolas Cage,Meg Ryan,Andre Braugher,Dennis Franz,Colm Feore;Brad Silberling;;Drama,Fantasy,Romance
1836;Chloë Sevigny,Kate Beckinsale,Chris Eigeman,Mackenzie Astin,Matt Keeslar;Whit Stillman;Whit Stillman;Romance,Comedy,Drama,Music
1837;Jack Lemmon,Walter Matthau,Richard Riehle,Jonathan Silverman,Lisa Waltz;Howard Deutch;;Adventure,Comedy
1839;Billy Crystal,Kathleen Quinlan,Joanna Pacula,Jere Burns,Harold Gould;Michael Lehmann;;Comedy,Drama,Family
1840;Denzel Washington,Ray Allen,Milla Jovovich,Rosario Dawson,Hill Harper;Spike Lee;;Drama
1841;Kenneth Branagh,Embeth Davidtz,Robert Downey Jr.,Daryl Hannah,Tom Berenger;Robert Altman;;Thriller
1842;Michael Rapaport,Lili Taylor,Adam Trese,Kevin Corrigan,Angela Featherstone;Nick Gomez;;
1843;BD Wong,Jennifer Coolidge,Bronson Pinchot,Joseph Ashton,Jamie Donnelly;Barnet Kellman;Robert Wolterstorff,Mike Scott;Adventure,Family
1844;Liberto Rabal,Francesca Neri,Javier Bardem,Penélope Cruz,Ángela Molina;Pedro Almodóvar;;Drama,Romance,Thriller
1845;Bill Pullman,Ben Stiller,Ryan O'Neal,Kim Dickens,Angela Featherstone;Jake Kasdan;;Comedy,Crime,Mystery,Thriller
1846;Ray Winstone,Kathy Burke,Charlie Creed-Miles,Laila Morse,Edna Doré;Gary Oldman;Gary Oldman;Drama
1847;Tom Gilroy,Margaret Welsh,Mitchell Lichtenstein,Nurit Koppel,Matthew Dixon;John Johnson;John Johnson;Thriller
1848;John Goodman,Jim Broadbent,Celia Imrie,Tom Felton,Hugh Laurie;Peter Hewitt;;Adventure,Fantasy,Action,Comedy,Family
1849;Stephen Moyer,Katherine Heigl,Thomas Kretschmann,Edward Fox,Udo Kier;Anthony Hickox;;Adventure,Fantasy
1850;Marla Schaffel,Mitchell Whitfield,Michael Harris,Meredith Scott Lynn,Jack McGee;Julie Davis;;Comedy,Romance
1851;Sean Tataryn,Christopher Bradley,Geoff Moody,Héctor Mercado,Stephen J. McCarthy;David DeCoteau;David DeCoteau,Jerry Goldberg;Drama,Comedy,Romance
1852;Denis Leary,Terence Stamp,Aitana Sánchez-Gijón,Michael Badalucco,Danny Nucci;Juan José Campanella;Juan José Campanella,Lynn Geller,Larry Golin;Drama,Thriller
1853;Eric Idle,Ryan O'Neal,Coolio,Chuck D.,Richard Jeni;Alan Smithee,Arthur Hiller;Joe Eszterhas;Comedy
1854;David Schwimmer,Jason Lee,Mili Avital,Bonnie Hunt,Judy Greer;Doug Ellin;;Comedy,Romance
1855;Richard Dreyfuss,Jenna Elfman,Zakes Mokae,Siobhan Fallon,Natasha Lyonne;Todd Holland;;Comedy,Drama,Family
1856;Nick Broomfield,Dylan Carlson,Kurt Cobain,El Duce,Larry Flynt;Nick Broomfield;;Documentary,Music
1857;Matthew Modine,Catherine Keener,Daryl Hannah,Elizabeth Berkley,Bridgette Wilson;Tom DiCillo;Tom DiCillo;Comedy,Drama,Romance
1858;Jackie Chan,Richard Norton,Miki Lee,Gabrielle Fitzpatrick,Karen McLymont;Sammo Hung;;Crime,Action,Comedy
1859;Homayoun Ershadi,Abdolrahman Bagheri,Afshin Khorshid Bakhtiari,Safar Ali Moradi,Mir Hossein Noori;Abbas Kiarostami;Abbas Kiarostami;Drama
1860;Jan Decleir,Fedja van Huêt,Betty Schuurman,Tamar van den Dop;Mike van Diem;;Drama,Foreign,History
1861;Robert Skjærstad,Andrine Sæther,Per Egil Aske,Eli Anne Linnestad,Trond Høvik;Pål Sletaune;Pål Sletaune,Jonny Halberg;Comedy,Thriller
1862;Michael Madsen,Natasha Henstridge,Marg Helgenberger,Mykelti Williamson,George Dzundza;Peter Medak;Chris Brancato;Sci-Fi,Action,Horror
1863;Scott Bakula,Corbin Bernsen,Dennis Haysbert,Takaaki Ishibashi,Jensen Daggett;John Warren;John Warren;Comedy
1864;Steven Weber,Craig Bierko,Viola Harris,Jennifer Leigh Warren;Larry David;Larry David;Comedy
1865;Woody Allen,Letty Aronson,Soon-Yi Previn,Dan Barrett,Simon Wettenhall;Barbara Kopple;;Music,Documentary
1866;Mark Wahlberg,Lou Diamond Phillips,Christina Applegate,Avery Brooks,Antonio Sabàto, Jr.;Kirk Wong;;Action,Adventure,Comedy,Thriller
1867;Casper Van Dien,Jane March,Steven Waddington,Winston Ntshona,Rapulana Seiphemo;Carl Schenkel;Bayard Johnson,J. Anderson Black;Action,Adventure
1869;Patrick Swayze,Meat Loaf,Randy Travis,Gabriel Casseus,Graham Beckel;Kevin Hooks;;Action,Adventure,Thriller
1870;Breckin Meyer,Peter Facinelli,Eddie Mills,Ethan Embry,Ashley Johnson;Tim McCanlies;Tim McCanlies;Comedy,Drama,Family
1871;Aleksandr Lazarev Jr.,Anzhelika Nevolina,Elena Korikova,Tetyana Kryvytska Stang Lund,Evgeniy Pashin;Leonid Boyko,Vyacheslav Krishtofovich;Andrei Kurkov;Drama,Comedy
1872;Robert Carlyle,Juliet Aubrey,Sophie Okonedo,James Nesbitt,Tony Curran;Michael Winterbottom;;
1873;Liam Neeson,Geoffrey Rush,Uma Thurman,Claire Danes,Hans Matheson;Bille August;;Crime,Drama,History,Romance
1874;Lou Rawls,Brendan Fraser,Joanna Going;James F. Robinson;James F. Robinson;Comedy,Drama,Romance
1875;Toni Collette,Parker Posey,Lisa Kudrow,Alanna Ubach,Helen FitzGerald;Jill Sprecher;;Comedy,Drama
1876;Robert Duvall,Téa Leoni,Elijah Wood,Vanessa Redgrave,Morgan Freeman;Mimi Leder;;Action,Adventure,Drama,Romance,Sci-Fi,Thriller
1877;;Rodney Gibbons;;
1878;Jada Pinkett Smith,Tommy Davidson,Duane Martin,Michael Ralph,Darrel Heath;Daisy von Scherler Mayer;David C. Johnson;Comedy,Romance
1879;Ian Parsons,Peter MacNeill,Chris Leavins,Kerry Fox,Joel S. Keller;Thom Fitzgerald;;Drama
1880;Mischa Barton,Sam Rockwell,Christopher McDonald,Kathleen Quinlan,Miles Meehan;John Duigan;Naomi Wallace;Drama
1881;Jessalyn Gilsig,Cary Elwes,Gary Oldman,Don Rickles,Jane Seymour;Frederik Du Chau;Vera Chapman;Fantasy,Animation,Drama,Romance,Family
1882;Matthew Broderick,Jean Reno,Maria Pitillo,Hank Azaria,Kevin Dunn;Roland Emmerich;;Sci-Fi,Action,Thriller
1883;Warren Beatty,Halle Berry,Sean Astin,Christine Baranski,Adilah Barnes;Warren Beatty;;Comedy,Drama
1884;Johnny Depp,Benicio del Toro,Tobey Maguire,Christina Ricci,Ellen Barkin;Terry Gilliam;;Adventure,Drama,Comedy
1885;Christina Ricci,Martin Donovan,Lisa Kudrow,Lyle Lovett,Johnny Galecki;Don Roos;;Comedy,Drama
1886;Master P,Anthony Johnson,Ice Cube,Tommy 'Tiny' Lister;Michael Martin;Master P;Action,Comedy
1887;Chris Farley,Matthew Perry,Bokeem Woodbine,Barry Del Sherman,Eugene Levy;Christopher Guest;;Action,Adventure,Comedy
1888;Sandra Bullock,Harry Connick Jr.,Gena Rowlands,Mae Whitman,Michael Paré;Forest Whitaker;;Drama,Romance
1889;Stellan Skarsgård,Maria Mathiesen,Sverre Anker Ousdal,Gisken Armand,Kristian Figenschow;Erik Skjoldbjærg;;Crime,Drama,Thriller
1890;Ryan Phillippe,Nastassja Kinski,John Savage,Shirley Knight;Antonio Tibaldi;Michael Boston;Drama,Thriller
1891;Paolo Rotondo,Rebecca Hobbs,Paul Glover,Christopher Graham,Darien Takle;Scott Reynolds;;Horror,Thriller
1892;Michael Douglas,Gwyneth Paltrow,Viggo Mortensen,Sarita Choudhury,Constance Towers;Andrew Davis;;Crime,Thriller,Drama
1893;Sylvie Testud,Tatjana Trieb,Howie Seago,Emmanuelle Laborit,Sibylle Canonica;Caroline Link;;Drama
1894;Harrison Ford,Anne Heche,David Schwimmer,Jacqueline Obradors,Temuera Morrison;Ivan Reitman;;Action,Adventure,Comedy,Romance
1895;Jennifer Love Hewitt,Ethan Embry,Charlie Korsmo,Lauren Ambrose,Peter Facinelli;Harry Elfont,Deborah Kaplan;Deborah Kaplan,Harry Elfont;Comedy,Drama,Romance
1896;Jessica Lange,Elisabeth Shue,Bob Hoskins,Hugh Laurie,Kelly Macdonald;Des McAnuff;;Comedy,Drama,Romance
